loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type
15000.0,15000.0, 36 months,0.0979,482.53,B,B3,10+ years,RENT,73208.61,Not Verified,Default,debt_consolidation,CO,15.03,0,684,688,1,7,0,6970.07,100.0,11,Individual
10000.0,10000.0, 36 months,0.1157,330.09,B,B2,10+ years,MORTGAGE,90092.15,Not Verified,Current,credit_card,GA,28.88,0,652,656,2,11,2,42263.73,55.9,20,Individual
5000.0,5000.0, 36 months,0.0586,151.79,A,A1,2 years,MORTGAGE,44984.93,Verified,Current,debt_consolidation,MD,14.84,0,730,734,4,14,3,2854.68,75.7,28,Joint App
15000.0,15000.0, 36 months,0.1182,496.95,C,C3,7 years,RENT,75653.07,Not Verified,Fully Paid,home_improvement,NY,21.41,0,705,709,1,18,1,4029.59,36.5,24,Individual
25000.0,25000.0, 36 months,0.1051,812.62,C,C5,5 years,OWN,51223.42,Verified,Fully Paid,debt_consolidation,AZ,18.43,0,658,662,0,10,0,23718.71,41.3,19,Joint App
25000.0,25000.0, 60 months,0.0626,486.37,A,A2,4 years,MORTGAGE,107122.09,Verified,Fully Paid,debt_consolidation,OH,19.17,0,697,701,0,17,0,3540.34,44.7,25,Individual
15000.0,15000.0, 36 months,0.0965,481.55,B,B1,2 years,RENT,52995.15,Verified,Current,credit_card,VA,0.0,2,687,691,3,9,0,5148.4,53.0,14,Individual
12000.0,12000.0, 36 months,0.2112,452.81,E,E4,10+ years,RENT,51926.96,Verified,Fully Paid,debt_consolidation,VA,21.53,0,751,755,1,8,0,2194.54,71.7,17,Individual
18000.0,18000.0, 36 months,0.1105,589.69,B,B2,6 years,RENT,40164.05,Verified,Fully Paid,debt_consolidation,FL,24.75,0,726,730,2,11,0,2516.04,40.4,25,Individual
20000.0,20000.0, 60 months,0.0794,404.93,A,A1,7 years,MORTGAGE,85263.74,Source Verified,Fully Paid,other,MN,24.76,0,674,678,0,11,0,48666.14,26.3,17,Individual
12000.0,12000.0, 36 months,0.147,414.24,C,C4,3 years,MORTGAGE,69550.15,Not Verified,Fully Paid,debt_consolidation,IL,34.01,1,700,704,2,13,0,7623.35,39.3,22,Joint App
15000.0,15000.0, 36 months,0.2667,609.72,G,G1,10+ years,RENT,27065.59,Verified,Fully Paid,small_business,VA,11.16,0,679,683,0,7,0,3975.15,57.7,13,Individual
18000.0,18000.0, 36 months,0.1005,581.2,B,B4,9 years,MORTGAGE,68381.46,Not Verified,Fully Paid,credit_card,GA,10.47,0,748,752,0,5,0,388.52,28.9,12,Individual
25000.0,25000.0, 60 months,0.155,601.33,D,D4,< 1 year,OTHER,60603.84,Verified,Fully Paid,home_improvement,GA,24.45,1,680,684,1,13,0,14230.25,46.5,25,Individual
20000.0,20000.0, 60 months,0.1762,503.76,D,D4,3 years,MORTGAGE,96581.57,Source Verified,Current,debt_consolidation,MN,12.43,0,672,676,0,2,1,16433.84,25.4,13,Individual
5000.0,5000.0, 60 months,0.1271,113.02,B,B1,10+ years,MORTGAGE,51333.71,Source Verified,Fully Paid,debt_consolidation,PA,29.53,0,662,666,0,10,3,5130.8,71.3,21,Individual
7500.0,7500.0, 60 months,0.1521,179.23,D,D4,10+ years,RENT,30201.16,Not Verified,Fully Paid,debt_consolidation,IL,23.65,0,720,724,1,9,1,27016.73,37.3,20,Individual
25000.0,25000.0, 36 months,0.1103,818.84,B,B2,7 years,RENT,41316.33,Not Verified,Charged Off,other,AZ,23.27,0,707,711,0,9,0,1441.65,12.8,13,Individual
25000.0,25000.0, 36 months,0.1457,861.41,C,C5,8 years,OWN,162849.06,Not Verified,Default,other,TX,19.84,0,673,677,3,10,0,27911.16,67.7,19,Individual
12000.0,12000.0, 36 months,0.1166,396.63,C,C5,10+ years,MORTGAGE,47686.93,Not Verified,Fully Paid,credit_card,GA,16.99,2,673,677,0,17,0,3027.57,49.7,26,Individual
15000.0,15000.0, 36 months,0.1365,510.15,C,C4,10+ years,MORTGAGE,100708.08,Verified,Fully Paid,major_purchase,MA,23.89,2,770,774,3,16,0,11644.69,38.6,23,Individual
25000.0,25000.0, 36 months,0.0646,765.77,A,A5,10+ years,RENT,23807.85,Not Verified,Fully Paid,small_business,CA,24.66,0,744,748,1,15,1,6614.9,16.5,23,Individual
30000.0,30000.0, 36 months,0.2082,1127.45,E,E5,6 years,MORTGAGE,68704.5,Source Verified,Charged Off,debt_consolidation,CA,22.38,0,700,704,0,11,0,12201.86,25.7,22,Individual
20000.0,20000.0, 36 months,0.0941,639.82,B,B4,10+ years,MORTGAGE,21589.98,Source Verified,Current,home_improvement,NJ,17.22,0,730,734,0,4,0,9129.34,38.0,12,Joint App
10000.0,10000.0, 36 months,0.0966,321.09,B,B4,7 years,MORTGAGE,56506.68,Source Verified,Charged Off,moving,NC,4.43,1,686,690,2,4,0,7002.6,10.4,10,Individual
20000.0,20000.0, 36 months,0.0873,633.51,A,A2,9 years,MORTGAGE,34743.35,Verified,Fully Paid,debt_consolidation,WA,14.99,0,701,705,1,11,0,16152.42,47.0,19,Individual
7500.0,7500.0, 36 months,0.1288,252.28,C,C3,1 year,OWN,31110.58,Not Verified,Fully Paid,debt_consolidation,TN,16.24,0,737,741,1,16,1,41421.42,29.6,28,Individual
25000.0,25000.0, 60 months,0.161,609.25,D,D1,9 years,RENT,28975.48,Source Verified,Late (31-120 days),credit_card,NC,23.1,0,703,707,3,5,0,22892.46,55.1,14,Individual
7500.0,7500.0, 36 months,0.071,231.93,A,A4,10+ years,RENT,47652.99,Verified,Default,debt_consolidation,MO,31.97,1,660,664,1,17,0,14484.58,44.2,28,Individual
18000.0,18000.0, 60 months,0.0982,380.83,C,C4,6 years,OWN,17321.41,Source Verified,Fully Paid,debt_consolidation,TN,7.35,0,676,680,1,9,0,8762.0,51.6,20,Individual
15000.0,15000.0, 36 months,0.0877,475.42,B,B5,7 years,RENT,22844.29,Verified,Fully Paid,debt_consolidation,CA,14.29,0,709,713,5,10,1,289.25,0.0,20,Individual
20000.0,20000.0, 36 months,0.1487,692.06,C,C2,5 years,OWN,57306.96,Source Verified,Default,debt_consolidation,AZ,13.17,0,722,726,1,7,1,4029.36,42.2,13,Individual
15000.0,15000.0, 36 months,0.0978,482.47,B,B5,10+ years,RENT,18991.15,Verified,Fully Paid,debt_consolidation,GA,11.19,3,749,753,0,12,0,9255.38,66.7,20,Individual
5000.0,5000.0, 36 months,0.1628,176.48,D,D4,6 years,MORTGAGE,21742.5,Not Verified,Current,debt_consolidation,CA,22.11,0,668,672,4,15,0,8685.51,53.8,26,Individual
18000.0,18000.0, 60 months,0.1026,384.75,B,B4,1 year,OWN,158260.47,Verified,Fully Paid,debt_consolidation,WA,23.33,0,715,719,1,11,0,5397.05,52.5,15,Individual
12000.0,12000.0, 36 months,0.261,484.16,F,F5,< 1 year,MORTGAGE,139070.98,Verified,Fully Paid,home_improvement,CO,17.57,0,667,671,4,8,0,521.91,70.3,27,Joint App
10000.0,10000.0, 60 months,0.0899,207.55,A,A4,10+ years,MORTGAGE,32876.42,Source Verified,Fully Paid,other,WA,23.71,0,662,666,2,12,0,77296.0,59.0,21,Joint App
35000.0,35000.0, 36 months,0.0932,1118.27,B,B3,7 years,RENT,66002.48,Verified,Current,major_purchase,VA,39.96,0,707,711,0,12,0,17115.68,52.4,23,Individual
15000.0,15000.0, 36 months,0.0636,458.77,A,A1,< 1 year,RENT,33043.91,Source Verified,Current,medical,TN,22.84,2,659,663,0,9,0,991.85,9.6,11,Individual
18000.0,18000.0, 36 months,0.2067,675.06,E,E1,5 years,OWN,33892.8,Source Verified,Charged Off,debt_consolidation,GA,2.8,0,694,698,0,10,0,1107.86,76.4,15,Individual
15000.0,15000.0, 36 months,0.2254,577.08,E,E1,10+ years,MORTGAGE,12000.0,Source Verified,Charged Off,debt_consolidation,TX,21.75,0,690,694,0,10,0,6019.25,60.7,22,Individual
20000.0,20000.0, 36 months,0.1009,646.15,B,B3,10+ years,RENT,135570.53,Source Verified,Charged Off,small_business,VA,22.02,0,672,676,0,6,2,13886.7,14.2,19,Individual
20000.0,20000.0, 36 months,0.2025,745.81,D,D4,< 1 year,MORTGAGE,75564.39,Source Verified,Current,debt_consolidation,MN,11.57,0,726,730,0,13,0,30742.54,54.1,24,Individual
18000.0,18000.0, 60 months,0.1676,445.01,D,D5,1 year,MORTGAGE,84579.57,Verified,Charged Off,home_improvement,IN,20.05,2,686,690,0,13,0,9221.7,80.0,24,Individual
35000.0,35000.0, 36 months,0.1565,1224.37,C,C2,< 1 year,MORTGAGE,74563.64,Source Verified,Fully Paid,debt_consolidation,NJ,23.07,0,688,692,0,10,0,55897.15,48.2,23,Individual
15000.0,15000.0, 36 months,0.1166,495.79,C,C4,10+ years,RENT,48074.91,Verified,Fully Paid,credit_card,AZ,18.67,1,669,673,0,18,0,4565.78,48.0,23,Individual
18000.0,18000.0, 60 months,0.0792,364.25,B,B3,< 1 year,RENT,40480.76,Verified,Fully Paid,house,WA,28.3,1,776,780,3,11,1,14005.86,59.8,22,Individual
20000.0,20000.0, 36 months,0.0685,616.15,A,A3,1 year,MORTGAGE,53063.5,Verified,Fully Paid,home_improvement,NC,20.74,0,677,681,2,10,0,935.14,44.5,22,Individual
12000.0,12000.0, 36 months,0.2271,462.7,E,E1,3 years,MORTGAGE,130536.78,Source Verified,Charged Off,debt_consolidation,AZ,18.03,0,678,682,1,11,0,22880.74,33.6,15,Joint App
15000.0,15000.0, 36 months,0.2028,559.63,E,E4,10+ years,MORTGAGE,54931.33,Verified,Current,other,VA,6.68,0,711,715,0,14,0,28695.78,53.3,31,Individual
35000.0,35000.0, 60 months,0.1208,779.89,C,C1,10+ years,MORTGAGE,173625.82,Verified,Current,debt_consolidation,AZ,6.54,0,706,710,0,13,0,7208.08,53.3,23,Individual
5000.0,5000.0, 36 months,0.1154,164.97,B,B2,9 years,RENT,33990.68,Not Verified,Fully Paid,house,GA,9.08,0,667,671,0,8,1,9773.36,57.9,18,Joint App
12000.0,12000.0, 36 months,0.1106,393.19,B,B1,10+ years,RENT,22158.63,Not Verified,Fully Paid,debt_consolidation,TN,23.56,1,620,624,2,10,0,2583.38,20.6,15,Individual
15000.0,15000.0, 60 months,0.1581,363.27,D,D2,10+ years,RENT,31158.25,Verified,Fully Paid,renewable_energy,NC,14.66,0,721,725,3,8,0,14606.39,44.3,19,Individual
5000.0,5000.0, 60 months,0.1972,131.7,E,E3,10+ years,OWN,49219.68,Not Verified,Current,other,TN,9.67,0,669,673,1,9,0,50689.94,56.6,19,Individual
25000.0,25000.0, 36 months,0.2224,957.92,E,E1,< 1 year,OWN,124651.15,Not Verified,Fully Paid,debt_consolidation,TX,17.09,1,718,722,1,16,0,1775.89,59.8,28,Individual
10000.0,10000.0, 60 months,0.1455,235.56,D,D1,8 years,MORTGAGE,40504.88,Not Verified,Fully Paid,home_improvement,MD,17.39,0,700,704,0,15,0,2168.48,53.1,30,Individual
10000.0,10000.0, 60 months,0.1462,235.91,C,C5,10+ years,RENT,22587.72,Not Verified,Fully Paid,debt_consolidation,MN,11.78,2,710,714,0,9,1,14129.58,43.1,21,Joint App
20000.0,20000.0, 36 months,0.0804,627.08,A,A3,8 years,OWN,54601.86,Source Verified,Fully Paid,home_improvement,NJ,20.28,1,692,696,0,9,0,1656.33,72.9,15,Individual
10000.0,10000.0, 36 months,0.0658,306.85,B,B5,< 1 year,RENT,112767.02,Source Verified,Charged Off,small_business,GA,31.1,0,725,729,0,16,3,16235.21,13.8,24,Individual
18000.0,18000.0, 36 months,0.2102,678.37,E,E2,2 years,MORTGAGE,54031.78,Verified,Current,credit_card,OH,9.97,0,651,655,4,8,0,3203.39,50.2,21,Individual
20000.0,20000.0, 36 months,0.1003,645.64,C,C2,10+ years,MORTGAGE,61146.93,Verified,Charged Off,debt_consolidation,GA,21.37,0,678,682,2,8,0,2962.49,45.2,17,Individual
20000.0,20000.0, 36 months,0.0519,601.15,A,A3,10+ years,RENT,53304.4,Source Verified,Fully Paid,renewable_energy,PA,8.41,0,650,654,0,12,0,51776.41,94.4,25,Individual
20000.0,20000.0, 36 months,0.0625,610.67,A,A2,10+ years,MORTGAGE,47746.56,Not Verified,Fully Paid,debt_consolidation,IN,29.06,1,670,674,0,6,0,16244.93,72.1,13,Individual
5000.0,5000.0, 60 months,0.151,119.21,D,D3,10+ years,RENT,228688.04,Source Verified,Fully Paid,debt_consolidation,NJ,8.82,0,663,667,0,16,0,20906.03,3.7,30,Individual
5000.0,5000.0, 36 months,0.1033,162.11,A,A2,1 year,MORTGAGE,119154.78,Not Verified,Fully Paid,other,IL,3.18,0,711,715,2,9,1,54403.14,34.2,19,Individual
10000.0,10000.0, 36 months,0.113,328.79,B,B4,< 1 year,RENT,166765.94,Source Verified,Fully Paid,home_improvement,GA,20.84,0,626,630,4,9,0,4357.52,61.7,21,Individual
5000.0,5000.0, 36 months,0.1505,173.45,C,C1,6 years,MORTGAGE,305844.63,Verified,Current,small_business,CA,10.33,1,709,713,0,14,0,2676.87,52.5,27,Individual
15000.0,15000.0, 36 months,0.1679,533.22,D,D4,6 years,MORTGAGE,117226.97,Source Verified,Fully Paid,debt_consolidation,NC,34.93,0,751,755,1,11,0,27732.9,46.3,24,Individual
12000.0,12000.0, 60 months,0.1705,298.53,D,D3,10+ years,RENT,40846.67,Source Verified,Fully Paid,debt_consolidation,CA,8.15,3,726,730,1,11,0,21646.69,67.7,25,Individual
15000.0,15000.0, 36 months,0.1237,500.88,B,B3,2 years,OWN,92021.07,Verified,Charged Off,debt_consolidation,OH,5.65,0,657,661,0,14,0,2710.53,16.1,30,Joint App
10000.0,10000.0, 36 months,0.1765,359.77,D,D4,3 years,OWN,170539.25,Not Verified,Fully Paid,moving,IN,19.5,1,716,720,0,14,2,3735.36,50.7,19,Individual
15000.0,15000.0, 60 months,0.1092,325.53,B,B1,< 1 year,MORTGAGE,74626.02,Not Verified,Fully Paid,debt_consolidation,MO,0.07,0,735,739,0,12,0,4081.86,32.1,23,Individual
12000.0,12000.0, 36 months,0.0863,379.55,B,B1,5 years,MORTGAGE,44043.69,Source Verified,Fully Paid,credit_card,MO,5.81,0,691,695,0,9,0,138181.86,44.9,13,Individual
10000.0,10000.0, 36 months,0.1563,349.73,D,D5,3 years,OWN,123529.17,Source Verified,Current,debt_consolidation,FL,9.91,0,748,752,3,10,0,13924.52,100.0,18,Joint App
18000.0,18000.0, 36 months,0.1339,609.89,C,C2,3 years,MORTGAGE,25229.99,Not Verified,Fully Paid,small_business,NJ,9.4,0,706,710,5,10,2,2485.02,71.6,16,Individual
18000.0,18000.0, 36 months,0.2156,683.33,E,E5,3 years,RENT,58975.18,Not Verified,Current,debt_consolidation,TX,12.52,2,724,728,1,11,0,801.8,8.8,21,Joint App
20000.0,20000.0, 36 months,0.155,698.26,D,D1,3 years,RENT,85417.97,Source Verified,Charged Off,car,WA,12.57,1,678,682,0,9,0,15040.29,72.9,16,Individual
25000.0,25000.0, 36 months,0.1354,848.84,C,C4,4 years,MORTGAGE,50786.79,Verified,Fully Paid,other,TX,10.64,0,711,715,1,7,0,7118.59,19.3,12,Individual
18000.0,18000.0, 36 months,0.0517,540.83,A,A2,7 years,MORTGAGE,78849.91,Source Verified,Default,credit_card,NC,24.96,0,689,693,0,10,0,41792.78,43.4,20,Individual
18000.0,18000.0, 60 months,0.1002,382.63,B,B4,6 years,OWN,80138.01,Verified,Fully Paid,major_purchase,TX,17.06,2,702,706,2,11,0,20380.79,70.7,29,Joint App
5000.0,5000.0, 36 months,0.0784,156.32,B,B5,< 1 year,MORTGAGE,75813.77,Not Verified,Fully Paid,small_business,GA,18.09,0,717,721,2,12,0,555.52,79.9,21,Individual
7500.0,7500.0, 36 months,0.1199,249.08,B,B3,5 years,MORTGAGE,48383.45,Source Verified,Current,major_purchase,CO,17.57,0,670,674,1,12,0,77275.92,58.0,28,Individual
20000.0,20000.0, 36 months,0.2453,790.27,F,F4,10+ years,RENT,42542.11,Not Verified,Current,home_improvement,IN,17.25,1,698,702,2,13,0,5665.19,7.1,26,Individual
10000.0,10000.0, 36 months,0.1196,331.95,C,C5,1 year,MORTGAGE,50552.58,Verified,Current,car,PA,18.83,0,771,775,0,10,0,1912.36,49.8,22,Individual
12000.0,12000.0, 36 months,0.1928,441.58,E,E5,10+ years,MORTGAGE,23789.13,Source Verified,Current,debt_consolidation,NC,22.12,0,736,740,3,10,0,18541.63,26.7,20,Individual
7500.0,7500.0, 60 months,0.1114,163.58,C,C5,4 years,RENT,123711.27,Not Verified,Charged Off,credit_card,MA,26.82,0,718,722,0,8,0,2522.65,0.0,23,Joint App
10000.0,10000.0, 36 months,0.1765,359.79,D,D3,< 1 year,MORTGAGE,74958.58,Verified,Fully Paid,house,OH,25.98,0,705,709,0,12,0,1516.31,27.9,31,Individual
20000.0,20000.0, 36 months,0.1451,688.48,C,C3,3 years,RENT,59943.15,Verified,Fully Paid,debt_consolidation,IL,38.31,0,733,737,2,8,1,3528.59,48.0,16,Individual
10000.0,10000.0, 36 months,0.1436,343.51,C,C3,< 1 year,MORTGAGE,36082.16,Verified,Fully Paid,major_purchase,TX,11.56,0,681,685,0,10,0,23954.34,79.0,20,Individual
12000.0,12000.0, 36 months,0.1509,416.54,C,C2,8 years,MORTGAGE,58532.06,Verified,Current,debt_consolidation,IL,12.52,0,724,728,0,12,0,3090.91,100.0,22,Individual
7500.0,7500.0, 60 months,0.1262,169.2,B,B3,4 years,RENT,57829.27,Not Verified,Current,credit_card,FL,24.22,1,663,667,0,19,0,2334.31,64.8,29,Individual
18000.0,18000.0, 60 months,0.1844,461.37,D,D3,10+ years,MORTGAGE,41717.52,Not Verified,Charged Off,debt_consolidation,CA,10.82,1,677,681,1,10,0,64034.2,33.4,24,Individual
18000.0,18000.0, 36 months,0.0925,574.46,B,B3,10+ years,RENT,101727.76,Source Verified,Fully Paid,debt_consolidation,NC,18.24,0,687,691,1,12,0,65325.6,17.8,19,Individual
12000.0,12000.0, 60 months,0.0725,239.06,A,A4,6 years,RENT,27493.67,Not Verified,Fully Paid,wedding,NY,36.36,0,751,755,2,10,0,14537.04,52.0,26,Individual
20000.0,20000.0, 36 months,0.0961,641.73,C,C3,8 years,RENT,31371.86,Verified,Fully Paid,debt_consolidation,MA,32.22,0,750,754,1,12,0,5922.64,44.7,20,Individual
10000.0,10000.0, 36 months,0.1096,327.18,B,B2,8 years,RENT,105548.96,Verified,Fully Paid,debt_consolidation,MN,10.81,1,711,715,0,21,0,1988.78,33.4,32,Individual
18000.0,18000.0, 60 months,0.2522,530.69,F,F5,3 years,OWN,133582.38,Verified,Charged Off,home_improvement,PA,7.49,0,684,688,0,12,1,10347.53,33.4,28,Individual
18000.0,18000.0, 36 months,0.2739,738.65,F,F4,1 year,MORTGAGE,64048.66,Source Verified,Fully Paid,debt_consolidation,MD,1.61,0,684,688,0,13,1,4843.2,94.2,20,Individual
35000.0,35000.0, 36 months,0.1988,1298.67,E,E1,5 years,RENT,29961.46,Verified,Fully Paid,credit_card,MD,18.21,1,740,744,1,12,0,5279.19,47.5,23,Individual
10000.0,10000.0, 36 months,0.1077,326.31,B,B3,1 year,OWN,119774.77,Not Verified,Current,credit_card,WA,14.65,0,699,703,1,14,0,34789.2,70.4,30,Individual
5000.0,5000.0, 36 months,0.0549,150.97,A,A5,4 years,MORTGAGE,61507.62,Source Verified,Fully Paid,debt_consolidation,VA,17.23,0,721,725,0,10,0,2029.95,60.0,17,Joint App
10000.0,10000.0, 36 months,0.2083,375.9,E,E5,8 years,RENT,58331.02,Source Verified,Fully Paid,house,MN,15.6,0,716,720,1,12,0,7176.97,50.8,21,Individual
7500.0,7500.0, 60 months,0.1055,161.38,C,C4,7 years,MORTGAGE,136880.77,Verified,Fully Paid,credit_card,VA,15.17,1,773,777,0,13,1,14059.02,68.9,27,Individual
7500.0,7500.0, 36 months,0.2703,306.33,F,F1,1 year,MORTGAGE,89400.16,Verified,Fully Paid,debt_consolidation,GA,14.35,0,678,682,5,9,0,9524.55,55.0,20,Individual
12000.0,12000.0, 36 months,0.2658,487.2,F,F2,< 1 year,MORTGAGE,43435.74,Verified,Current,small_business,NJ,18.44,0,709,713,3,11,0,2281.23,56.5,21,Individual
12000.0,12000.0, 36 months,0.2029,447.74,E,E5,1 year,MORTGAGE,21114.59,Verified,Fully Paid,debt_consolidation,MD,27.49,0,665,669,2,16,0,6882.18,50.4,30,Individual
25000.0,25000.0, 36 months,0.1039,811.3,B,B5,< 1 year,RENT,44826.18,Not Verified,Fully Paid,other,CA,0.0,0,692,696,1,19,0,1297.7,24.6,29,Individual
10000.0,10000.0, 60 months,0.1006,212.75,B,B5,5 years,OWN,71992.23,Not Verified,Fully Paid,home_improvement,MN,15.22,0,710,714,0,13,2,43729.81,58.0,18,Individual
35000.0,35000.0, 60 months,0.2008,928.87,E,E5,5 years,RENT,79419.96,Source Verified,Fully Paid,debt_consolidation,CO,9.49,3,723,727,1,10,0,18530.88,69.8,22,Individual
20000.0,20000.0, 60 months,0.1018,426.76,B,B4,3 years,MORTGAGE,25961.99,Not Verified,Charged Off,debt_consolidation,MO,22.11,0,661,665,0,13,0,5126.68,69.2,17,Individual
25000.0,25000.0, 36 months,0.0934,798.91,B,B1,2 years,OWN,36694.67,Not Verified,Fully Paid,home_improvement,PA,14.56,3,719,723,2,7,1,1660.14,73.4,18,Individual
30000.0,30000.0, 60 months,0.1447,705.39,C,C5,5 years,RENT,12000.0,Verified,Current,home_improvement,VA,27.21,0,665,669,0,18,0,13855.66,54.9,25,Individual
20000.0,20000.0, 36 months,0.2468,791.86,F,F2,1 year,MORTGAGE,66691.98,Source Verified,Fully Paid,debt_consolidation,PA,25.99,0,685,689,1,16,0,30313.68,60.4,27,Individual
20000.0,20000.0, 36 months,0.2059,749.25,D,D2,2 years,OTHER,19371.24,Source Verified,Fully Paid,debt_consolidation,VA,11.11,0,713,717,3,18,0,733.29,39.6,25,Individual
12000.0,12000.0, 60 months,0.1288,272.32,C,C3,5 years,OWN,41149.29,Not Verified,Fully Paid,debt_consolidation,AZ,20.23,0,643,647,1,4,0,51669.98,46.1,12,Individual
15000.0,15000.0, 36 months,0.0717,464.32,A,A5,1 year,MORTGAGE,31615.7,Verified,Current,debt_consolidation,TN,27.08,0,686,690,0,15,0,3923.69,87.6,27,Individual
30000.0,30000.0, 36 months,0.1379,1022.3,C,C5,10+ years,MORTGAGE,81125.26,Source Verified,Current,credit_card,AZ,15.38,2,712,716,4,17,0,8458.38,31.0,26,Individual
12000.0,12000.0, 60 months,0.2926,382.77,G,G5,10+ years,MORTGAGE,68209.06,Source Verified,Charged Off,debt_consolidation,OH,17.79,0,694,698,0,4,0,8033.75,71.7,15,Joint App
5000.0,5000.0, 60 months,0.0712,99.28,A,A5,5 years,MORTGAGE,34883.69,Verified,Fully Paid,debt_consolidation,AZ,12.77,0,694,698,1,7,0,9638.69,15.3,14,Individual
20000.0,20000.0, 36 months,0.1376,681.22,C,C5,2 years,MORTGAGE,59429.56,Not Verified,Current,credit_card,AZ,16.09,1,733,737,0,14,0,9660.04,51.1,24,Individual
15000.0,15000.0, 60 months,0.2127,408.12,E,E2,2 years,RENT,81250.9,Verified,Current,debt_consolidation,TN,20.46,1,664,668,0,12,0,9726.05,100.0,25,Individual
20000.0,20000.0, 60 months,0.1583,484.58,D,D1,1 year,OWN,65004.2,Verified,Fully Paid,medical,NY,22.7,1,661,665,1,8,0,2773.11,53.3,17,Individual
5000.0,5000.0, 60 months,0.1543,120.08,D,D1,2 years,RENT,12000.0,Verified,Fully Paid,credit_card,CA,24.01,0,663,667,0,9,0,2104.89,28.7,17,Individual
15000.0,15000.0, 36 months,0.1805,542.65,D,D3,5 years,RENT,216451.1,Source Verified,Fully Paid,debt_consolidation,PA,17.36,1,731,735,0,9,0,20026.14,51.0,25,Individual
10000.0,10000.0, 36 months,0.1228,333.46,B,B2,3 years,MORTGAGE,74805.2,Verified,Fully Paid,debt_consolidation,GA,11.38,0,683,687,0,12,0,28803.2,73.4,18,Individual
25000.0,25000.0, 60 months,0.0755,501.59,B,B5,10+ years,RENT,106298.82,Verified,Fully Paid,debt_consolidation,MN,14.92,0,737,741,1,12,0,2275.29,43.5,25,Individual
7500.0,7500.0, 36 months,0.1485,259.43,D,D1,10+ years,RENT,35118.73,Verified,Late (31-120 days),debt_consolidation,AZ,27.55,0,725,729,1,14,0,17753.34,19.1,25,Individual
25000.0,25000.0, 36 months,0.1483,864.6,D,D4,10+ years,RENT,30936.05,Verified,Fully Paid,debt_consolidation,PA,29.4,1,725,729,1,12,0,2632.72,70.7,23,Individual
5000.0,5000.0, 36 months,0.2216,191.37,E,E4,10+ years,RENT,39413.15,Source Verified,Fully Paid,debt_consolidation,WA,16.88,0,677,681,0,11,0,26225.16,49.8,24,Individual
5000.0,5000.0, 36 months,0.2229,191.7,E,E4,3 years,RENT,179887.58,Not Verified,Late (31-120 days),debt_consolidation,IN,20.17,1,679,683,0,10,0,7214.89,58.8,23,Individual
10000.0,10000.0, 60 months,0.1154,220.1,C,C5,10+ years,MORTGAGE,44769.02,Not Verified,Fully Paid,debt_consolidation,GA,18.73,0,790,794,1,12,0,56018.6,45.3,23,Individual
12000.0,12000.0, 36 months,0.1631,423.72,C,C5,< 1 year,MORTGAGE,52145.72,Verified,Current,other,AZ,18.46,0,744,748,1,14,0,5877.17,18.5,25,Individual
15000.0,15000.0, 36 months,0.1642,530.49,D,D3,10+ years,MORTGAGE,165015.38,Source Verified,Fully Paid,small_business,CO,0.0,0,758,762,3,9,0,132233.72,68.0,21,Individual
7500.0,7500.0, 60 months,0.1515,179.03,C,C3,10+ years,RENT,43627.8,Source Verified,Charged Off,debt_consolidation,CO,8.36,0,637,641,1,11,0,3472.76,62.7,17,Individual
